9.031388148,2.344965443
9.110363814,2.41417255
9.182758174,2.558774587
9.373616034,2.778576129
9.462463658,2.888449514
9.546923746,3.017258865
9.742169143,3.389534153
9.814563503,3.523566684
9.992258752,3.807741493
10.07123442,3.99687492
10.15679139,4.361301785
10.23576706,4.758956345
10.32132403,5.04400423
10.40029969,5.320272207
10.48585666,5.833574451
10.6503893,6.681645462
10.81492194,7.653006995
10.89060695,8.270220176
10.97945458,8.89399177
11.13740591,10.13771542
11.25586941,11.38852654
11.37433291,12.98108252
11.45330857,13.69207665
11.53557489,14.79633935
11.61784121,15.83538492
11.70339818,17.19566185
11.77579254,18.13749506
11.84818691,19.98405007
11.92716257,21.38739303
12.01491331,22.96337573
12.09827651,24.26028581
12.19370544,25.46531273
12.37469135,28.88597802
12.70156285,37.04756437
12.78931359,38.26441358
12.88145187,41.7532844
13.05256581,46.90488612
13.21008403,51.24805877
13.55274503,64.59048598
13.88839161,83.91803333
14.05950556,92.46162019
14.34453782,121.9049962
14.45767454,137.593186
14.63866044,159.9048145
14.77686786,184.0414019
14.97478992,215.443469
